"Statistic Label","Year","Sex","County","Age Group","Cause of Death","UNIT","VALUE"
"Lower C.I for ASMR","2022","Male","Ireland","75 years and over","Accidents","Rate","147.85"
"Lower C.I for ASMR","2022","Male","Ireland","All ages","Accidents","Rate","33.47"
"Lower C.I for ASMR","2022","Male","Co. Clare","0 - 64 years","Accidents","Rate","16.46"
"Lower C.I for ASMR","2022","Male","Co. Clare","0 - 74 years","Accidents","Rate","14.56"
"Lower C.I for ASMR","2022","Male","Co. Clare","65 years and over","Accidents","Rate","28.84"
"Lower C.I for ASMR","2022","Male","Co. Clare","75 years and over","Accidents","Rate","62.48"
"Lower C.I for ASMR","2022","Male","Co. Clare","All ages","Accidents","Rate","27.1"
"Lower C.I for ASMR","2022","Male","Co. Cork","0 - 64 years","Accidents","Rate","18.88"
"Lower C.I for ASMR","2022","Male","Co. Cork","0 - 74 years","Accidents","Rate","22.22"
"Lower C.I for ASMR","2022","Male","Co. Cork","65 years and over","Accidents","Rate","75.62"
"Lower C.I for ASMR","2022","Male","Co. Cork","75 years and over","Accidents","Rate","106.64"
"Lower C.I for ASMR","2022","Male","Co. Cork","All ages","Accidents","Rate","33.39"
"Lower C.I for ASMR","2022","Male","Co. Cavan","0 - 64 years","Accidents","Rate","12.11"
"Lower C.I for ASMR","2022","Male","Co. Cavan","0 - 74 years","Accidents","Rate","12.74"
"Lower C.I for ASMR","2022","Male","Co. Cavan","65 years and over","Accidents","Rate","8.84"
"Lower C.I for ASMR","2022","Male","Co. Cavan","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Cavan","All ages","Accidents","Rate","21.07"
"Lower C.I for ASMR","2022","Male","Co. Carlow","0 - 64 years","Accidents","Rate","4.66"
"Lower C.I for ASMR","2022","Male","Co. Carlow","0 - 74 years","Accidents","Rate","4.13"
"Lower C.I for ASMR","2022","Male","Co. Carlow","65 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Carlow","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Carlow","All ages","Accidents","Rate","5.89"
"Lower C.I for ASMR","2022","Male","Co. Donegal","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Donegal","0 - 74 years","Accidents","Rate","1.69"
"Lower C.I for ASMR","2022","Male","Co. Donegal","65 years and over","Accidents","Rate","115.21"
"Lower C.I for ASMR","2022","Male","Co. Donegal","75 years and over","Accidents","Rate","199.54"
"Lower C.I for ASMR","2022","Male","Co. Donegal","All ages","Accidents","Rate","24.66"
"Lower C.I for ASMR","2022","Male","Co. Dublin","0 - 64 years","Accidents","Rate","17.66"
"Lower C.I for ASMR","2022","Male","Co. Dublin","0 - 74 years","Accidents","Rate","17.39"
"Lower C.I for ASMR","2022","Male","Co. Dublin","65 years and over","Accidents","Rate","53.18"
"Lower C.I for ASMR","2022","Male","Co. Dublin","75 years and over","Accidents","Rate","96.81"
"Lower C.I for ASMR","2022","Male","Co. Dublin","All ages","Accidents","Rate","26.62"
"Lower C.I for ASMR","2022","Male","Co. Galway","0 - 64 years","Accidents","Rate","7.52"
"Lower C.I for ASMR","2022","Male","Co. Galway","0 - 74 years","Accidents","Rate","12.4"
"Lower C.I for ASMR","2022","Male","Co. Galway","65 years and over","Accidents","Rate","98.48"
"Lower C.I for ASMR","2022","Male","Co. Galway","75 years and over","Accidents","Rate","146.53"
"Lower C.I for ASMR","2022","Male","Co. Galway","All ages","Accidents","Rate","29.86"
"Lower C.I for ASMR","2022","Male","Co. Kildare","0 - 64 years","Accidents","Rate","4.57"
"Lower C.I for ASMR","2022","Male","Co. Kildare","0 - 74 years","Accidents","Rate","4.8"
"Lower C.I for ASMR","2022","Male","Co. Kildare","65 years and over","Accidents","Rate","4.4"
"Lower C.I for ASMR","2022","Male","Co. Kildare","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Kildare","All ages","Accidents","Rate","8.71"
"Lower C.I for ASMR","2022","Male","Co. Kilkenny","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Kilkenny","0 - 74 years","Accidents","Rate","2.55"
"Lower C.I for ASMR","2022","Male","Co. Kilkenny","65 years and over","Accidents","Rate","0.69"
"Lower C.I for ASMR","2022","Male","Co. Kilkenny","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Kilkenny","All ages","Accidents","Rate","3.62"
"Lower C.I for ASMR","2022","Male","Co. Kerry","0 - 64 years","Accidents","Rate","15.79"
"Lower C.I for ASMR","2022","Male","Co. Kerry","0 - 74 years","Accidents","Rate","21.72"
"Lower C.I for ASMR","2022","Male","Co. Kerry","65 years and over","Accidents","Rate","66.99"
"Lower C.I for ASMR","2022","Male","Co. Kerry","75 years and over","Accidents","Rate","68.13"
"Lower C.I for ASMR","2022","Male","Co. Kerry","All ages","Accidents","Rate","32.51"
"Lower C.I for ASMR","2022","Male","Co. Longford","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Longford","0 - 74 years","Accidents","Rate","6.13"
"Lower C.I for ASMR","2022","Male","Co. Longford","65 years and over","Accidents","Rate","0.67"
"Lower C.I for ASMR","2022","Male","Co. Longford","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Longford","All ages","Accidents","Rate","8.74"
"Lower C.I for ASMR","2022","Male","Co. Louth","0 - 64 years","Accidents","Rate","11.87"
"Lower C.I for ASMR","2022","Male","Co. Louth","0 - 74 years","Accidents","Rate","17.77"
"Lower C.I for ASMR","2022","Male","Co. Louth","65 years and over","Accidents","Rate","25.12"
"Lower C.I for ASMR","2022","Male","Co. Louth","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Louth","All ages","Accidents","Rate","20.86"
"Lower C.I for ASMR","2022","Male","Co. Limerick","0 - 64 years","Accidents","Rate","13"
"Lower C.I for ASMR","2022","Male","Co. Limerick","0 - 74 years","Accidents","Rate","15.17"
"Lower C.I for ASMR","2022","Male","Co. Limerick","65 years and over","Accidents","Rate","47.67"
"Lower C.I for ASMR","2022","Male","Co. Limerick","75 years and over","Accidents","Rate","63.83"
"Lower C.I for ASMR","2022","Male","Co. Limerick","All ages","Accidents","Rate","25.31"
"Lower C.I for ASMR","2022","Male","Co. Leitrim","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Leitrim","0 - 74 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Leitrim","65 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Leitrim","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Leitrim","All ages","Accidents","Rate","0.33"
"Lower C.I for ASMR","2022","Male","Co. Laois","0 - 64 years","Accidents","Rate","3.57"
"Lower C.I for ASMR","2022","Male","Co. Laois","0 - 74 years","Accidents","Rate","3.16"
"Lower C.I for ASMR","2022","Male","Co. Laois","65 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Laois","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Laois","All ages","Accidents","Rate","6.52"
"Lower C.I for ASMR","2022","Male","Co. Meath","0 - 64 years","Accidents","Rate","4.23"
"Lower C.I for ASMR","2022","Male","Co. Meath","0 - 74 years","Accidents","Rate","7.39"
"Lower C.I for ASMR","2022","Male","Co. Meath","65 years and over","Accidents","Rate","25.43"
"Lower C.I for ASMR","2022","Male","Co. Meath","75 years and over","Accidents","Rate","10.21"
"Lower C.I for ASMR","2022","Male","Co. Meath","All ages","Accidents","Rate","12.74"
"Lower C.I for ASMR","2022","Male","Co. Monaghan","0 - 64 years","Accidents","Rate","0.28"
"Lower C.I for ASMR","2022","Male","Co. Monaghan","0 - 74 years","Accidents","Rate","0.24"
"Lower C.I for ASMR","2022","Male","Co. Monaghan","65 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Monaghan","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Monaghan","All ages","Accidents","Rate","9.19"
"Lower C.I for ASMR","2022","Male","Co. Mayo","0 - 64 years","Accidents","Rate","12.54"
"Lower C.I for ASMR","2022","Male","Co. Mayo","0 - 74 years","Accidents","Rate","13.41"
"Lower C.I for ASMR","2022","Male","Co. Mayo","65 years and over","Accidents","Rate","19.44"
"Lower C.I for ASMR","2022","Male","Co. Mayo","75 years and over","Accidents","Rate","20.59"
"Lower C.I for ASMR","2022","Male","Co. Mayo","All ages","Accidents","Rate","19.89"
"Lower C.I for ASMR","2022","Male","Co. Offaly","0 - 64 years","Accidents","Rate","3.4"
"Lower C.I for ASMR","2022","Male","Co. Offaly","0 - 74 years","Accidents","Rate","4.74"
"Lower C.I for ASMR","2022","Male","Co. Offaly","65 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Offaly","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Offaly","All ages","Accidents","Rate","7.99"
"Lower C.I for ASMR","2022","Male","Co. Roscommon","0 - 64 years","Accidents","Rate","6.69"
"Lower C.I for ASMR","2022","Male","Co. Roscommon","0 - 74 years","Accidents","Rate","12.17"
"Lower C.I for ASMR","2022","Male","Co. Roscommon","65 years and over","Accidents","Rate","54.93"
"Lower C.I for ASMR","2022","Male","Co. Roscommon","75 years and over","Accidents","Rate","48.95"
"Lower C.I for ASMR","2022","Male","Co. Roscommon","All ages","Accidents","Rate","26.9"
"Lower C.I for ASMR","2022","Male","Co. Sligo","0 - 64 years","Accidents","Rate","14.94"
"Lower C.I for ASMR","2022","Male","Co. Sligo","0 - 74 years","Accidents","Rate","20.31"
"Lower C.I for ASMR","2022","Male","Co. Sligo","65 years and over","Accidents","Rate","1.15"
"Lower C.I for ASMR","2022","Male","Co. Sligo","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Sligo","All ages","Accidents","Rate","20.87"
"Lower C.I for ASMR","2022","Male","Co. Tipperary","0 - 64 years","Accidents","Rate","16.92"
"Lower C.I for ASMR","2022","Male","Co. Tipperary","0 - 74 years","Accidents","Rate","20.35"
"Lower C.I for ASMR","2022","Male","Co. Tipperary","65 years and over","Accidents","Rate","51.5"
"Lower C.I for ASMR","2022","Male","Co. Tipperary","75 years and over","Accidents","Rate","57.06"
"Lower C.I for ASMR","2022","Male","Co. Tipperary","All ages","Accidents","Rate","30.32"
"Lower C.I for ASMR","2022","Male","Co. Waterford","0 - 64 years","Accidents","Rate","12.35"
"Lower C.I for ASMR","2022","Male","Co. Waterford","0 - 74 years","Accidents","Rate","12.28"
"Lower C.I for ASMR","2022","Male","Co. Waterford","65 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Waterford","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Male","Co. Waterford","All ages","Accidents","Rate","16.03"
"Lower C.I for ASMR","2022","Male","Co. Wicklow","0 - 64 years","Accidents","Rate","2.97"
"Lower C.I for ASMR","2022","Male","Co. Wicklow","0 - 74 years","Accidents","Rate","6.99"
"Lower C.I for ASMR","2022","Male","Co. Wicklow","65 years and over","Accidents","Rate","54.77"
"Lower C.I for ASMR","2022","Male","Co. Wicklow","75 years and over","Accidents","Rate","63.6"
"Lower C.I for ASMR","2022","Male","Co. Wicklow","All ages","Accidents","Rate","18.44"
"Lower C.I for ASMR","2022","Male","Co. Westmeath","0 - 64 years","Accidents","Rate","9.59"
"Lower C.I for ASMR","2022","Male","Co. Westmeath","0 - 74 years","Accidents","Rate","11.96"
"Lower C.I for ASMR","2022","Male","Co. Westmeath","65 years and over","Accidents","Rate","30.55"
"Lower C.I for ASMR","2022","Male","Co. Westmeath","75 years and over","Accidents","Rate","23.14"
"Lower C.I for ASMR","2022","Male","Co. Westmeath","All ages","Accidents","Rate","23.22"
"Lower C.I for ASMR","2022","Male","Co. Wexford","0 - 64 years","Accidents","Rate","8.77"
"Lower C.I for ASMR","2022","Male","Co. Wexford","0 - 74 years","Accidents","Rate","8.86"
"Lower C.I for ASMR","2022","Male","Co. Wexford","65 years and over","Accidents","Rate","37.97"
"Lower C.I for ASMR","2022","Male","Co. Wexford","75 years and over","Accidents","Rate","69.56"
"Lower C.I for ASMR","2022","Male","Co. Wexford","All ages","Accidents","Rate","21.11"
"Lower C.I for ASMR","2022","Female","Ireland","0 - 64 years","Accidents","Rate","5.78"
"Lower C.I for ASMR","2022","Female","Ireland","0 - 74 years","Accidents","Rate","7.88"
"Lower C.I for ASMR","2022","Female","Ireland","65 years and over","Accidents","Rate","63.82"
"Lower C.I for ASMR","2022","Female","Ireland","75 years and over","Accidents","Rate","109.42"
"Lower C.I for ASMR","2022","Female","Ireland","All ages","Accidents","Rate","17.77"
"Lower C.I for ASMR","2022","Female","Co. Clare","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Clare","0 - 74 years","Accidents","Rate","0.14"
"Lower C.I for ASMR","2022","Female","Co. Clare","65 years and over","Accidents","Rate","61.12"
"Lower C.I for ASMR","2022","Female","Co. Clare","75 years and over","Accidents","Rate","89.5"
"Lower C.I for ASMR","2022","Female","Co. Clare","All ages","Accidents","Rate","13.11"
"Lower C.I for ASMR","2022","Female","Co. Cork","0 - 64 years","Accidents","Rate","6.66"
"Lower C.I for ASMR","2022","Female","Co. Cork","0 - 74 years","Accidents","Rate","8.38"
"Lower C.I for ASMR","2022","Female","Co. Cork","65 years and over","Accidents","Rate","43.59"
"Lower C.I for ASMR","2022","Female","Co. Cork","75 years and over","Accidents","Rate","68.39"
"Lower C.I for ASMR","2022","Female","Co. Cork","All ages","Accidents","Rate","16.11"
"Lower C.I for ASMR","2022","Female","Co. Cavan","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Cavan","0 - 74 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Cavan","65 years and over","Accidents","Rate","0.91"
"Lower C.I for ASMR","2022","Female","Co. Cavan","75 years and over","Accidents","Rate","1.97"
"Lower C.I for ASMR","2022","Female","Co. Cavan","All ages","Accidents","Rate","0.18"
"Lower C.I for ASMR","2022","Female","Co. Carlow","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Carlow","0 - 74 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Carlow","65 years and over","Accidents","Rate","12.93"
"Lower C.I for ASMR","2022","Female","Co. Carlow","75 years and over","Accidents","Rate","3.58"
"Lower C.I for ASMR","2022","Female","Co. Carlow","All ages","Accidents","Rate","4.76"
"Lower C.I for ASMR","2022","Female","Co. Donegal","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Donegal","0 - 74 years","Accidents","Rate","0.07"
"Lower C.I for ASMR","2022","Female","Co. Donegal","65 years and over","Accidents","Rate","20.33"
"Lower C.I for ASMR","2022","Female","Co. Donegal","75 years and over","Accidents","Rate","34.49"
"Lower C.I for ASMR","2022","Female","Co. Donegal","All ages","Accidents","Rate","6.4"
"Lower C.I for ASMR","2022","Female","Co. Dublin","0 - 64 years","Accidents","Rate","5.14"
"Lower C.I for ASMR","2022","Female","Co. Dublin","0 - 74 years","Accidents","Rate","5.66"
"Lower C.I for ASMR","2022","Female","Co. Dublin","65 years and over","Accidents","Rate","42.34"
"Lower C.I for ASMR","2022","Female","Co. Dublin","75 years and over","Accidents","Rate","79.72"
"Lower C.I for ASMR","2022","Female","Co. Dublin","All ages","Accidents","Rate","13.63"
"Lower C.I for ASMR","2022","Female","Co. Galway","0 - 64 years","Accidents","Rate","1.13"
"Lower C.I for ASMR","2022","Female","Co. Galway","0 - 74 years","Accidents","Rate","4.07"
"Lower C.I for ASMR","2022","Female","Co. Galway","65 years and over","Accidents","Rate","47.74"
"Lower C.I for ASMR","2022","Female","Co. Galway","75 years and over","Accidents","Rate","65.51"
"Lower C.I for ASMR","2022","Female","Co. Galway","All ages","Accidents","Rate","13.06"
"Lower C.I for ASMR","2022","Female","Co. Kildare","0 - 64 years","Accidents","Rate","2.39"
"Lower C.I for ASMR","2022","Female","Co. Kildare","0 - 74 years","Accidents","Rate","2.79"
"Lower C.I for ASMR","2022","Female","Co. Kildare","65 years and over","Accidents","Rate","8.38"
"Lower C.I for ASMR","2022","Female","Co. Kildare","75 years and over","Accidents","Rate","9.88"
"Lower C.I for ASMR","2022","Female","Co. Kildare","All ages","Accidents","Rate","6.79"
"Lower C.I for ASMR","2022","Female","Co. Kilkenny","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Kilkenny","0 - 74 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Kilkenny","65 years and over","Accidents","Rate","6.79"
"Lower C.I for ASMR","2022","Female","Co. Kilkenny","75 years and over","Accidents","Rate","14.71"
"Lower C.I for ASMR","2022","Female","Co. Kilkenny","All ages","Accidents","Rate","3.6"
"Lower C.I for ASMR","2022","Female","Co. Kerry","0 - 64 years","Accidents","Rate","0.12"
"Lower C.I for ASMR","2022","Female","Co. Kerry","0 - 74 years","Accidents","Rate","5.32"
"Lower C.I for ASMR","2022","Female","Co. Kerry","65 years and over","Accidents","Rate","87.65"
"Lower C.I for ASMR","2022","Female","Co. Kerry","75 years and over","Accidents","Rate","122.81"
"Lower C.I for ASMR","2022","Female","Co. Kerry","All ages","Accidents","Rate","21.18"
"Lower C.I for ASMR","2022","Female","Co. Longford","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Longford","0 - 74 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Longford","65 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Longford","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Longford","All ages","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Louth","0 - 64 years","Accidents","Rate","0.1"
"Lower C.I for ASMR","2022","Female","Co. Louth","0 - 74 years","Accidents","Rate","0.79"
"Lower C.I for ASMR","2022","Female","Co. Louth","65 years and over","Accidents","Rate","35.3"
"Lower C.I for ASMR","2022","Female","Co. Louth","75 years and over","Accidents","Rate","62.75"
"Lower C.I for ASMR","2022","Female","Co. Louth","All ages","Accidents","Rate","10.76"
"Lower C.I for ASMR","2022","Female","Co. Limerick","0 - 64 years","Accidents","Rate","1.38"
"Lower C.I for ASMR","2022","Female","Co. Limerick","0 - 74 years","Accidents","Rate","4.88"
"Lower C.I for ASMR","2022","Female","Co. Limerick","65 years and over","Accidents","Rate","70.77"
"Lower C.I for ASMR","2022","Female","Co. Limerick","75 years and over","Accidents","Rate","106.67"
"Lower C.I for ASMR","2022","Female","Co. Limerick","All ages","Accidents","Rate","18.48"
"Lower C.I for ASMR","2022","Female","Co. Leitrim","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Leitrim","0 - 74 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Leitrim","65 years and over","Accidents","Rate","2.36"
"Lower C.I for ASMR","2022","Female","Co. Leitrim","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Leitrim","All ages","Accidents","Rate","0.46"
"Lower C.I for ASMR","2022","Female","Co. Laois","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Laois","0 - 74 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Laois","65 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Laois","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Laois","All ages","Accidents","Rate","1.5"
"Lower C.I for ASMR","2022","Female","Co. Meath","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Meath","0 - 74 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Meath","65 years and over","Accidents","Rate","4.23"
"Lower C.I for ASMR","2022","Female","Co. Meath","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Meath","All ages","Accidents","Rate","1.38"
"Lower C.I for ASMR","2022","Female","Co. Monaghan","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Monaghan","0 - 74 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Monaghan","65 years and over","Accidents","Rate","1.21"
"Lower C.I for ASMR","2022","Female","Co. Monaghan","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Monaghan","All ages","Accidents","Rate","3.99"
"Lower C.I for ASMR","2022","Female","Co. Mayo","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Mayo","0 - 74 years","Accidents","Rate","0.9"
"Lower C.I for ASMR","2022","Female","Co. Mayo","65 years and over","Accidents","Rate","26.71"
"Lower C.I for ASMR","2022","Female","Co. Mayo","75 years and over","Accidents","Rate","37.47"
"Lower C.I for ASMR","2022","Female","Co. Mayo","All ages","Accidents","Rate","8.29"
"Lower C.I for ASMR","2022","Female","Co. Offaly","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Offaly","0 - 74 years","Accidents","Rate","1.69"
"Lower C.I for ASMR","2022","Female","Co. Offaly","65 years and over","Accidents","Rate","17.88"
"Lower C.I for ASMR","2022","Female","Co. Offaly","75 years and over","Accidents","Rate","2.62"
"Lower C.I for ASMR","2022","Female","Co. Offaly","All ages","Accidents","Rate","8.49"
"Lower C.I for ASMR","2022","Female","Co. Roscommon","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Roscommon","0 - 74 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Roscommon","65 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Roscommon","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Roscommon","All ages","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Sligo","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Sligo","0 - 74 years","Accidents","Rate","1.95"
"Lower C.I for ASMR","2022","Female","Co. Sligo","65 years and over","Accidents","Rate","48.77"
"Lower C.I for ASMR","2022","Female","Co. Sligo","75 years and over","Accidents","Rate","41.36"
"Lower C.I for ASMR","2022","Female","Co. Sligo","All ages","Accidents","Rate","13.51"
"Lower C.I for ASMR","2022","Female","Co. Tipperary","0 - 64 years","Accidents","Rate","4.69"
"Lower C.I for ASMR","2022","Female","Co. Tipperary","0 - 74 years","Accidents","Rate","7"
"Lower C.I for ASMR","2022","Female","Co. Tipperary","65 years and over","Accidents","Rate","3.98"
"Lower C.I for ASMR","2022","Female","Co. Tipperary","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Tipperary","All ages","Accidents","Rate","8.2"
"Lower C.I for ASMR","2022","Female","Co. Waterford","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Waterford","0 - 74 years","Accidents","Rate","3.44"
"Lower C.I for ASMR","2022","Female","Co. Waterford","65 years and over","Accidents","Rate","61.48"
"Lower C.I for ASMR","2022","Female","Co. Waterford","75 years and over","Accidents","Rate","75.83"
"Lower C.I for ASMR","2022","Female","Co. Waterford","All ages","Accidents","Rate","15.84"
"Lower C.I for ASMR","2022","Female","Co. Wicklow","0 - 64 years","Accidents","Rate","1.03"
"Lower C.I for ASMR","2022","Female","Co. Wicklow","0 - 74 years","Accidents","Rate","1.82"
"Lower C.I for ASMR","2022","Female","Co. Wicklow","65 years and over","Accidents","Rate","10.57"
"Lower C.I for ASMR","2022","Female","Co. Wicklow","75 years and over","Accidents","Rate","11.81"
"Lower C.I for ASMR","2022","Female","Co. Wicklow","All ages","Accidents","Rate","7.02"
"Lower C.I for ASMR","2022","Female","Co. Westmeath","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Westmeath","0 - 74 years","Accidents","Rate","0.13"
"Lower C.I for ASMR","2022","Female","Co. Westmeath","65 years and over","Accidents","Rate","0.92"
"Lower C.I for ASMR","2022","Female","Co. Westmeath","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2022","Female","Co. Westmeath","All ages","Accidents","Rate","2.69"
"Lower C.I for ASMR","2022","Female","Co. Wexford","0 - 64 years","Accidents","Rate","2.66"
"Lower C.I for ASMR","2022","Female","Co. Wexford","0 - 74 years","Accidents","Rate","3.25"
"Lower C.I for ASMR","2022","Female","Co. Wexford","65 years and over","Accidents","Rate","38.33"
"Lower C.I for ASMR","2022","Female","Co. Wexford","75 years and over","Accidents","Rate","71.75"
"Lower C.I for ASMR","2022","Female","Co. Wexford","All ages","Accidents","Rate","14.01"
"Lower C.I for ASMR","2023","Both sexes","Ireland","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Ireland","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Ireland","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Ireland","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Ireland","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Clare","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Clare","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Clare","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Clare","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Clare","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Cork","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Cork","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Cork","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Cork","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Cork","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Cavan","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Cavan","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Cavan","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Cavan","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Cavan","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Carlow","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Carlow","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Carlow","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Carlow","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Carlow","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Donegal","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Donegal","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Donegal","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Donegal","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Both sexes","Co. Donegal","All ages","Accidents","Rate",""
