"Statistic Label","Year","Sex","County","Age Group","Cause of Death","UNIT","VALUE"
"Lower C.I for ASMR","2023","Male","Co. Laois","All ages","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Laois","All ages","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Laois","All ages","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Laois","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Laois","All ages","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 64 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 64 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 64 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 64 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 64 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 74 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 74 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","0 - 74 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","65 years and over","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","65 years and over","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","65 years and over","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","65 years and over","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","65 years and over","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","75 years and over","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","75 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","75 years and over","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","75 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","75 years and over","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","75 years and over","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","75 years and over","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","All ages","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","All ages","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","All ages","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","All ages","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","All ages","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","All ages","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Meath","All ages","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 64 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 64 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 64 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 64 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 64 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 74 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 74 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","0 - 74 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","65 years and over","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","65 years and over","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","65 years and over","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","65 years and over","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","65 years and over","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","75 years and over","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","75 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","75 years and over","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","75 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","75 years and over","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","75 years and over","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","75 years and over","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","All ages","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","All ages","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","All ages","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","All ages","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","All ages","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","All ages","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Monaghan","All ages","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 64 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 64 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 64 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 64 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 64 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 74 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 74 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","0 - 74 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","65 years and over","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","65 years and over","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","65 years and over","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","65 years and over","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","65 years and over","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","75 years and over","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","75 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","75 years and over","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","75 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","75 years and over","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","75 years and over","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","75 years and over","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","All ages","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","All ages","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","All ages","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","All ages","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","All ages","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","All ages","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Mayo","All ages","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 64 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 64 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 64 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 64 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 64 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 74 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 74 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","0 - 74 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","65 years and over","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","65 years and over","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","65 years and over","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","65 years and over","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","65 years and over","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","75 years and over","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","75 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","75 years and over","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","75 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","75 years and over","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","75 years and over","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","75 years and over","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","All ages","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","All ages","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","All ages","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","All ages","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","All ages","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","All ages","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Offaly","All ages","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 64 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 64 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 64 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 64 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 64 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 74 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 74 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","0 - 74 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","65 years and over","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","65 years and over","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","65 years and over","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","65 years and over","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","65 years and over","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","75 years and over","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","75 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","75 years and over","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","75 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","75 years and over","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","75 years and over","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","75 years and over","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","All ages","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","All ages","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","All ages","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","All ages","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","All ages","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","All ages","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Roscommon","All ages","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 64 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 64 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 64 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 64 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 64 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 74 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 74 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","0 - 74 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","65 years and over","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","65 years and over","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","65 years and over","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","65 years and over","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","65 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","65 years and over","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","75 years and over","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","75 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","75 years and over","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","75 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","75 years and over","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","75 years and over","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","75 years and over","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","75 years and over","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","All ages","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","All ages","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","All ages","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","All ages","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","All ages","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","All ages","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","All ages","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Sligo","All ages","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 64 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 64 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 64 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 64 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 64 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 64 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 74 years","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 74 years","Meningitis","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 74 years","Accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","0 - 74 years","Transport accidents","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","65 years and over","Infectious and parasitic diseases","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","65 years and over","Diabetes mellitus","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Lower C.I for ASMR","2023","Male","Co. Tipperary","65 years and over","Drug dependance, toxicomania","Rate",""
